Estación SIMAJ,Fecha,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,TMPI,TMP,RH,WS,WD,PP,RS,PBA,UV,UVI
Aguilas,31/03/21,6,0.001,0.069,0.039,0.108, ,1.299, , ,20.3,17.6,30.6,0.79,273.21,0,,,,
Aguilas,31/03/21,7,0.003,0.052,0.039,0.091, ,1.066, , ,20.3,18.8,28.5,1.6,107.3,0,,,,
Aguilas,31/03/21,8,0.02,0.015,0.024,0.039, ,0.692, , ,20.5,22,22.9,1.89,231.16,0,,,,
Aguilas,31/03/21,9,0.025,0.023,0.028,0.051, ,0.879, , ,20.4,25.2,18.3,2.36,132.88,0,,,,
Aguilas,31/03/21,10,0.035,0.014,0.025,0.039, ,0.762, , ,20.3,27.9,16.1,2.67,137.61,0,,,,
Aguilas,31/03/21,11,0.046,0.013,0.029,0.043, ,0.895, , ,20.2,30.4,13.6,3.26,111.77,0,,,,
Aguilas,31/03/21,12,0.061,0.01,0.026,0.036, ,0.824, , ,20.3,32.1,11.8,4.04,104.14,0,,,,
Aguilas,31/03/21,13,0.077,0.003,0.015,0.019, ,0.706, , ,20.7,33.7,10.6,3.38,178.03,0,,,,
Aguilas,31/03/21,14,0.094,0.002,0.015,0.017, ,0.673, , ,20.5,35.1,9.7,3.35,174.72,0,,,,
Aguilas,31/03/21,15,0.08,0.004,0.016,0.021, ,0.681, , ,20.4,35.9,9,4.01,130.61,0,,,,
Aguilas,31/03/21,16,0.092,0.001,0.011,0.012, ,0.591, , ,20.3,36,9.2,3.98,234.83,0,,,,
Aguilas,31/03/21,17,0.08,0.005,0.029,0.033, ,0.846, , ,20.2,35.3,10,4.95,191.74,0,,,,
Aguilas,31/03/21,18,0.061,0.007,0.043,0.05, ,1.094, , ,20.2,33.7,11.6,4.43,157.64,0,,,,
Aguilas,31/03/21,19,0.019,0.02,0.084,0.104, ,1.743, , ,20,31.8,14.6,3.2,186.23,0,,,,
Aguilas,31/03/21,20,0.006,0.013,0.078,0.092, ,1.77, , ,20,29.6,18.7,2.98,241.64,0,,,,
Aguilas,31/03/21,21,0.03,0.003,0.044,0.047, ,1.342, , ,20.1,28.2,20.1,4.63,262.95,0,,,,
Aguilas,31/03/21,22,0.039,0.002,0.024,0.027, ,0.862, , ,20.2,27.5,21.9,4.37,196.89,0,,,,
Aguilas,31/03/21,23,0.026,0.002,0.032,0.034, ,0.923, , ,20.2,26.7,23.7,3.41,227.6,0,,,,
Aguilas,01/04/21,0,0.014,0.005,0.043,0.048, ,0.864, , ,20.3,25.2,26.8,2.99,201.27,0,,,,
Aguilas,01/04/21,1,0.026,0,0,0, ,0, , ,20.4,24.1,29.5,2.61,262.51,0,,,,
Aguilas,01/04/21,2,0.012,0.005,0.039,0.044, ,0.743, , ,20.4,23,32.3,1.58,191.99,0,,,,
Aguilas,01/04/21,3,0.012,0.006,0.037,0.043, ,0.716, , ,20.4,22.6,35,3.37,93.59,0,,,,
Aguilas,01/04/21,4,0.028,0.003,0.015,0.018, ,0.487, , ,20.4,22.9,41,6.48,73.14,0,,,,
Aguilas,01/04/21,5,0.037,0.002,0.009,0.011, ,0.401, , ,20.4,22.4,45.4,10.07,62.99,0,,,,
Aguilas,01/04/21,6,0.031,0.006,0.015,0.021, ,0.471, , ,20.3,21.7,46.1,9.01,55.82,0,,,,
Aguilas,01/04/21,7,0.027,0.009,0.018,0.028, ,0.586, , ,20.2,21.6,45.8,6.46,66.18,0,,,,
Aguilas,01/04/21,8,0.03,0.01,0.014,0.024, ,0.564, , ,20.3,22.8,42.1,8.87,66.4,0.088,,,,
Aguilas,01/04/21,9,0.037,0.008,0.01,0.018, ,0.516, , ,20.4,24.1,38.6,11.67,76.02,0,,,,
Aguilas,01/04/21,10,0.04,0.009,0.011,0.02, ,0.535, , ,20.2,26.5,32.2,10.39,88.55,0,,,,
Aguilas,01/04/21,11,0.043,0.008,0.009,0.017, ,0.498, , ,20.2,28.2,28.1,10.48,101.8,0,,,,
Aguilas,01/04/21,12,0.046,0.007,0.009,0.016, ,0.46, , ,20.3,29.7,24.8,10.87,102.7,0,,,,
Aguilas,01/04/21,13,0.047,0.006,0.009,0.015, ,0.482, , ,20.3,30.9,22.3,9.5,91.27,0,,,,
Aguilas,01/04/21,14,0.046,0.006,0.009,0.015, ,0.489, , ,20.3,31.2,23.8,9.81,78.5,0,,,,
Aguilas,01/04/21,15,0.046,0.005,0.009,0.014, ,0.486, , ,20.1,31.9,22.5,7.68,82.78,0,,,,
Aguilas,01/04/21,16,0.045,0.006,0.01,0.016, ,0.499, , ,20,32.3,20.4,7.31,79.88,0,,,,
Aguilas,01/04/21,17,0.043,0.007,0.011,0.018, ,0.548, , ,20.2,32.2,20.4,7.1,90,0,,,,
Aguilas,01/04/21,18,0.035,0.009,0.02,0.028, ,0.674, , ,20,30.9,22.2,5.41,83.61,0,,,,
Aguilas,01/04/21,19,0.026,0.011,0.026,0.037, ,0.778, , ,20,29.8,24.2,5.1,77.09,0,,,,
Aguilas,01/04/21,20,0.025,0.006,0.017,0.024, ,0.673, , ,20,28.8,27.1,9.16,65.26,0,,,,
Aguilas,01/04/21,21,0.025,0.005,0.011,0.016, ,0.535, , ,20.1,26.9,33.3,10.91,58.07,0,,,,
Aguilas,01/04/21,22,0.023,0.004,0.007,0.011, ,0.492, , ,20.3,24.5,39.3,10.18,48.34,0,,,,
Aguilas,01/04/21,23,0.023,0.003,0.007,0.01, ,0.476, , ,20.2,22.9,43.2,7.73,53.25,0,,,,
Aguilas,02/04/21,0,0.023,0.002,0.008,0.01, ,0.521, , ,20.2,21.6,46.8,7.97,45.66,0,,,,
Aguilas,02/04/21,1,0.025,0,0,0, ,0, , ,20.2,20.6,49.2,7.46,39.91,0,,,,
Aguilas,02/04/21,2,0.024,0.001,0.006,0.007, ,0.508, , ,20.1,20,50.9,5.98,45.01,0,,,,
Aguilas,02/04/21,3,0.025,0.002,0.005,0.007, ,0.513, , ,20.2,19.5,52.7,5.31,53.17,0,,,,
Aguilas,02/04/21,4,0.025,0.001,0.005,0.006, ,0.531, , ,20.2,18.9,54.7,5.72,56.49,0,,,,
Aguilas,02/04/21,5,0.021,0.003,0.008,0.011, ,0.541, , ,20.2,18.4,57.1,4.76,59.68,0,,,,
Aguilas,02/04/21,6,0.018,0.008,0.011,0.018, ,0.635, , ,20.1,18,59.3,5.72,50.52,0,,,,
Aguilas,02/04/21,7,0.018,0.012,0.013,0.024, ,0.687, , ,20.1,18.4,58.7,5.93,53.72,0,,,,
Aguilas,02/04/21,8,0.022,0.01,0.01,0.02, ,0.677, , ,20.3,19.9,53.1,6.83,65.37,0,,,,
Aguilas,02/04/21,9,0.03,0.006,0.008,0.014, ,0.632, , ,20.5,21.5,47.2,7.28,64.69,0,,,,
Aguilas,02/04/21,10,0.036,0.006,0.009,0.014, ,0.654, , ,20.4,23.4,41,6.46,82.32,0,,,,
Aguilas,02/04/21,11,0.044,0.005,0.009,0.014, ,0.672, , ,20.1,26,35.1,5.47,94.41,0,,,,
Aguilas,02/04/21,12,0.055,0.003,0.01,0.012, ,0.654, , ,20.2,28.2,30.9,4.39,100.72,0,,,,
Aguilas,02/04/21,13,0.057,0.004,0.01,0.014, ,0.691, , ,20.2,30.4,26.4,4.39,102.67,0,,,,
Aguilas,02/04/21,14,0.059,0.002,0.007,0.009, ,0.633, , ,20.1,31.6,22.9,4.14,132.59,0,,,,
Aguilas,02/04/21,15,0.065,0.002,0.008,0.011, ,0.604, , ,20.2,32.5,20.7,3.89,119.32,0,,,,
Aguilas,02/04/21,16,0.063,0.003,0.008,0.011, ,0.65, , ,20.1,32.8,19.2,4.18,123.89,0,,,,
Aguilas,02/04/21,17,0.059,0.003,0.01,0.013, ,0.611, , ,20.1,32.8,18.9,2.73,133.13,0,,,,
Aguilas,02/04/21,18,0.049,0.003,0.017,0.02, ,0.745, , ,19.9,31.1,22,2.94,152.37,0,,,,
Aguilas,02/04/21,19,0.028,0.006,0.031,0.037, ,0.97, , ,19.9,29.4,24.7,3.76,175.13,0,,,,
Aguilas,02/04/21,20,0.017,0.002,0.039,0.041, ,1.191, , ,20,28.1,27.3,2.97,226.14,0,,,,
Aguilas,02/04/21,21,0.005,0.005,0.051,0.056, ,1.584, , ,20.2,26.5,30.4,2.86,237.58,0,,,,
Aguilas,02/04/21,22,0.022,0.002,0.026,0.028, ,1.042, , ,20.4,25.6,32.8,4.54,238.13,0,,,,
Aguilas,02/04/21,23,0.043,0,0,0, ,0.713, , ,20.4,25,40.6,7.59,216.51,0,,,,
Aguilas,03/04/21,0,0.042, , , , ,0.6, , ,20.2,24.5,44.1,5.12,262.17,0,,,,
Aguilas,03/04/21,1,0.036, , , , ,0, , ,20.3,23.5,48.4,1.93,306.49,0,,,,
Aguilas,03/04/21,2,0.02, , , , ,1.651, , ,20.2,22.6,51.7,0.23,198.2,0,,,,
Aguilas,03/04/21,3,0.021, , , , ,0.859, , ,20.2,21.8,53.9,0.64,221.03,0,,,,
Aguilas,03/04/21,4,0.02, , , , ,0.995, , ,20.2,21,56.7,0.69,274.48,0,,,,
Aguilas,03/04/21,5,0.008, , , , ,0.835, , ,20.2,20.7,55.2,2.85,78.3,0,,,,
Aguilas,03/04/21,6,0.009, , , , ,0.649, , ,20.2,20.1,51.1,3.07,59.56,0,,,,
Aguilas,03/04/21,7,0.009, , , , ,0.757, , ,20.1,19.8,52.2,3.1,91.53,0,,,,
Aguilas,03/04/21,8,0.016, , , , ,0.649, , ,20.3,21.4,46.8,4.16,83.93,0,,,,
Aguilas,03/04/21,9,0.026, , , , ,0.569, , ,20.4,23.1,41.5,5.13,70.36,0,,,,
Aguilas,03/04/21,10,0.036, , , , ,0.6, , ,20.2,25.1,36.8,4.55,77.65,0,,,,
Aguilas,03/04/21,11,0.049, , , , ,0.584, , ,20.1,27.7,31.9,3.9,95.41,0,,,,
Aguilas,03/04/21,12,0.069, , , , ,0.645, , ,20.2,30.1,27.7,3.67,130.96,0,,,,
Aguilas,03/04/21,13,0.083, , , , ,0.579, , ,20.2,31.9,24,3.26,165.89,0,,,,
Aguilas,03/04/21,14,0.087, , , , ,0.609, , ,20.2,33.2,20.9,4.12,242.67,0,,,,
Aguilas,03/04/21,15,0.091, , , , ,0.693, , ,20.2,33.9,19.1,4.91,209.43,0,,,,
Aguilas,03/04/21,16,0.078, , , , ,0.708, , ,20.2,33.7,18,4.09,177.63,0.144,,,,
Aguilas,03/04/21,17,0.077, , , , ,0.918, , ,20.1,32.1,20.7,5.54,218.42,0,,,,
Aguilas,03/04/21,18,0.067, , , , ,1.271, , ,19.9,30.6,23.9,3.78,217.17,0,,,,
Aguilas,03/04/21,19,0.059, , , , ,0.938, , ,20,29.8,27.2,5.72,274.73,0,,,,
Aguilas,03/04/21,20,0.044, , , , ,0.402, , ,20.2,27.7,30.1,9.09,193.35,0,,,,
Aguilas,03/04/21,21,0.039, , , , ,0.388, , ,20.3,25.9,34.5,5.45,254.11,0,,,,
Aguilas,03/04/21,22,0.038, , , , ,0.384, , ,20.4,24.9,37,5.17,301.21,0,,,,
Aguilas,03/04/21,23,0.036, , , , ,0.47, , ,20.3,24.2,38.2,2.87,300.25,0,,,,
Aguilas,04/04/21,0,0.026, , , , ,1.153, , ,20.3,23.7,38.9,2.48,222.16,0,,,,
Aguilas,04/04/21,1,0.015, , , , ,0, , ,,0,40.4,1.99,253.93,0,,,,
Aguilas,04/04/21,2,0, , , , ,0, , ,,0,0,0,0,0,,,,
Aguilas,04/04/21,3,0.02, , , , ,2.563, , ,20.2,22.2,43.5,2.99,282.27,0,,,,
Aguilas,04/04/21,4,0.013, , , , ,2.618, , ,20.3,21.3,48.7,0.58,222.55,0,,,,
Aguilas,04/04/21,5,0.015, , , , ,1.844, , ,20.2,20.8,51.5,1.76,275.28,0,,,,
Aguilas,04/04/21,6,0.01, , , , ,2.432, , ,20.2,19.8,54.4,1.43,261.32,0,,,,
Aguilas,04/04/21,7,0.006, , , , ,3.316, , ,20.1,19,56.5,0.23,267.43,0,,,,
Aguilas,04/04/21,8,0.009, , , , ,3.381, , ,20.1,19.7,55.9,0.64,273.94,0,,,,
Aguilas,04/04/21,9,0.034, , , , ,2.731, , ,20.3,23,44.6,1.03,195.29,0,,,,
Aguilas,04/04/21,10,0.041, , , , ,1.086, , ,20.4,25.9,36.1,3.13,89.93,0,,,,
Aguilas,04/04/21,11,0.06, , , , ,0.893, , ,20.1,28.2,31.5,3.03,121.81,0,,,,
Aguilas,04/04/21,12,0.079, , , , ,0.831, , ,20.1,29.9,28.4,3.86,137.86,0,,,,
Aguilas,04/04/21,13,0.074, , , , ,0.736, , ,20.1,31.9,24.1,3.67,160.14,0,,,,
Aguilas,04/04/21,14,0.065, , , , ,0.677, , ,20.1,32.8,21.4,3.47,150.23,0,,,,
Aguilas,04/04/21,15,0.062, , , , ,0.666, , ,20,33,19.4,3.78,242.21,0,,,,
Aguilas,04/04/21,16,0, , , , ,0.547, , ,20.2,34.5,14.8,4.22,253.08,0,,,,
Aguilas,04/04/21,17,0, , , , ,0.571, , ,20.2,34.6,14.2,4.4,236.2,0,,,,
Aguilas,04/04/21,18,0, , , , ,0.611, , ,20.1,33.4,15.1,7.53,256,0,,,,
Aguilas,04/04/21,19,0, , , , ,0.617, , ,20.1,31.6,17.7,9.58,255.54,0,,,,
Aguilas,04/04/21,20,0.056, , , , ,0.616, , ,19.9,29.3,20.1,10.97,295,0,,,,
Aguilas,04/04/21,21,0.055, , , , ,0.604, , ,20,27.4,21.7,10.06,291.81,0,,,,
Aguilas,04/04/21,22,0.054, , , , ,0.599, , ,20.1,26.3,23.4,8.81,290.68,0,,,,
Aguilas,04/04/21,23,0.052, , , , ,0.565, , ,20.3,25.3,25,6.69,276,0,,,,
Aguilas,05/04/21,0,0.046, , , , ,0.68, , ,20.4,24.3,27.1,4.54,246.06,0,,,,
Aguilas,05/04/21,1,0.045, , , , ,0, , ,20.4,23.5,29.5,4.11,244.29,0,,,,
Aguilas,05/04/21,2,0.037, , , , ,0.495, , ,20.3,22.5,31.6,1.81,251.36,0,,,,
Aguilas,05/04/21,3,0.036, , , , ,0.502, , ,20.3,22,32.5,2.58,282.23,0,,,,
Aguilas,05/04/21,4,0.041, , , , ,0.537, , ,20.3,22,31.9,3.41,255.92,0,,,,
Aguilas,05/04/21,5,0.033, , , , ,0.604, , ,20.3,21.4,33.1,2.63,192.11,0,,,,
Aguilas,05/04/21,6,0.003, , , , ,1.381, , ,20.2,20.2,36.9,1.22,151.1,0,,,,
Aguilas,05/04/21,7,0.001, , , , ,1.7, , ,20.2,19.5,38.4,1.73,189.39,0,,,,
Aguilas,05/04/21,8,0.003, , , , ,2.012, , ,20.2,20.3,37.7,0.93,215.38,0,,,,
Aguilas,05/04/21,9,0.012, , , , ,1.669, , ,20.4,23.7,30.7,2.18,130.78,0,,,,
Aguilas,05/04/21,10,0.03, , , , ,1.191, , ,20.3,25.9,28.4,3.45,91.57,0,,,,
Aguilas,05/04/21,11,0.048, , , , ,0.755, , ,20.1,27.8,25.7,3.74,69.35,0,,,,
Aguilas,05/04/21,12,0.064, , , , ,0.638, , ,20.1,29.9,21,3.58,147.89,0,,,,
Aguilas,05/04/21,13,0.089, , , , ,0.611, , ,20.3,32.1,18,3.93,220.42,0,,,,
Aguilas,05/04/21,14,0.109, , , , ,0.668, , ,20.3,33.3,16.2,3.76,196.16,0,,,,
Aguilas,05/04/21,15,0.084, , , , ,0.575, , ,20.5,33.8,14.5,3.49,180.34,0,,,,
Aguilas,05/04/21,16,0.062, , , , ,0.425, , ,20.2,33.6,12.7,6.48,250.7,0,,,,
Aguilas,05/04/21,17,0.058, , , , ,0.374, , ,20.3,33.8,10.6,8.19,267.23,0,,,,
Aguilas,05/04/21,18,0.057, , , , ,0.445, , ,20.1,32.4,14.5,10.67,247.47,0,,,,
Aguilas,05/04/21,19,0.049, , , , ,0.442, , ,19.9,29.5,24.8,13.17,243.61,0,,,,
Aguilas,05/04/21,20,0.042, , , , ,0.457, , ,19.9,27.1,23.8,7.93,264.96,0,,,,
Aguilas,05/04/21,21,0.038, , , , ,0.418, , ,20.2,24.9,23.2,7.48,277.25,0,,,,
Aguilas,05/04/21,22,0.037, , , , ,0.411, , ,20.3,23.6,29.5,6.07,291.18,0,,,,
Aguilas,05/04/21,23,0.038, , , , ,0.432, , ,20.4,22.5,33.6,5.96,300.53,0,,,,
Aguilas,06/04/21,0,0.039, , , , ,0.375, , ,20.2,21.4,37.2,4.68,285.34,0,,,,
Aguilas,06/04/21,1,0.034, , , , ,0, , ,20.2,20.5,40.6,3.55,277.35,0,,,,
Aguilas,06/04/21,2,0.029, , , , ,0.466, , ,20.2,19.5,44.7,2.37,265.59,0,,,,
Aguilas,06/04/21,3,0.024, , , , ,0.452, , ,20.2,19,45.5,3.17,247.13,0,,,,
Aguilas,06/04/21,4,0.017, , , , ,0.511, , ,20.2,18.6,50.8,2.49,201.37,0,,,,
Aguilas,06/04/21,5,0.013, , , , ,0.579, , ,20.2,18.2,55.7,0.55,244.2,0,,,,
Aguilas,06/04/21,6,0.002, , , , ,1.29, , ,20.1,17.3,62.3,1.06,213.13,0,,,,
Aguilas,06/04/21,7,0, , , , ,1.334, , ,20.1,17.3,65,2.09,248.59,0,,,,
Aguilas,06/04/21,8,0.003, , , , ,1.848, , ,20.1,17.5,64.5,1.39,247.5,0,,,,
Aguilas,06/04/21,9,0.012, , , , ,1.452, , ,20.3,21.4,46.9,1.73,170.11,0,,,,
Aguilas,06/04/21,10,0.022, , , , ,1.645, , ,20.5,24.6,35.1,3.4,95.3,0,,,,
Aguilas,06/04/21,11,0.037, , , , ,1.066, , ,20.1,27.4,29.5,2.98,145.09,0,,,,
Aguilas,06/04/21,12,0.053, , , , ,0.788, , ,20.2,29.6,21.5,5.8,152.9,0,,,,
Aguilas,06/04/21,13,0.055, , , , ,0.63, , ,20.2,31.4,16.9,7.77,194.75,0,,,,
Aguilas,06/04/21,14,0.049, , , , ,0.483, , ,20.2,32.1,13.8,9.91,215.28,0,,,,
Aguilas,06/04/21,15,0.05, , , , ,0.382, , ,20.3,32.8,9.3,9.23,238.48,0,,,,
Aguilas,06/04/21,16,0.05, , , , ,0.345, , ,20.3,33,7.7,9.68,247.13,0,,,,
Aguilas,06/04/21,17,0.053, , , , ,0.4, , ,20.3,33,10.1,8.45,258.7,0,,,,
Aguilas,06/04/21,18,0.051, , , , ,0.408, , ,20.1,32.2,9,8.32,252.15,0,,,,
Aguilas,06/04/21,19,0.046, , , , ,0.454, , ,20,30.3,13.6,10.99,236.41,0,,,,
Aguilas,06/04/21,20,0.041, , , , ,0.501, , ,20,27.9,20.6,8.44,248.53,0,,,,
Aguilas,06/04/21,21,0.038, , , , ,0.496, , ,20.3,26.2,27.5,6.85,246.16,0.32,,,,
Aguilas,06/04/21,22,0.037, , , , ,0.584, , ,20.3,25,35.2,5.96,219.69,0,,,,
Aguilas,06/04/21,23,0.039, , , , ,0.522, , ,20.3,23.9,38.8,7.79,259.58,0,,,,
Aguilas,07/04/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,07/04/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,08/04/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,09/04/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,10/04/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,11/04/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,12/04/21,0,0.029, , , , ,0.449, , ,20.3,23.8,27.9,3.89,0,0,,,,
Aguilas,12/04/21,1,0.026, , , , ,0, , ,20.3,23.1,28.7,3.15,255.02,0,,,,
Aguilas,12/04/21,2,0.026, , , , ,0.384, , ,20.3,22.2,31.4,2.45,248.2,0,,,,
Aguilas,12/04/21,3,0.03, , , , ,0.345, , ,20.3,21.7,30.9,3.61,283.8,0,,,,
Aguilas,12/04/21,4,0.023, , , , ,0.448, , ,20.3,21.2,30.1,1.79,184.06,0,,,,
Aguilas,12/04/21,5,0.007, , , , ,0.521, , ,20.3,19.8,35.6,1.51,213.04,0,,,,
Aguilas,12/04/21,6,0.001, , , , ,0.652, , ,20.2,19.2,37,3.17,225.41,0,,,,
